"","User","ISBN","Book.Rating"
"92575",177432,"0575071389",8
"92578",177432,"067102423X",9
"92589",177432,"0679781374",9
"92595",177432,"0727816063",6
"92596",177432,"0738806935",7
"92597",177432,"0743457900",8
"92602",177432,"0812505042",9
"92604",177432,"0812530985",6
"92605",177432,"0812531019",8
"92613",177432,"0812533291",6
"92615",177432,"0812533666",7
"92617",177432,"0812574966",7
"92619",177432,"0822204509",8
"92620",177432,"0839829019",8
"92628",177432,"5553861977",6
"92633",177434,"074343627X",0
"92635",177435,"0312864108",0
"92643",177435,"0971880107",0
"92646",177436,"0812531108",7
"92652",177451,"0312954468",7
"92653",177451,"0394583973",0
"92658",177451,"0425157539",0
"92659",177451,"0425162788",7
"92661",177451,"0425182878",0
"92662",177451,"0440221471",7
"92664",177451,"0440225701",0
"92665",177451,"0671638688",7
"92666",177451,"0671709410",5
"92668",177451,"0874774411",0
"92669",177451,"0943432677",0
"92671",177454,"0515130125",9
"92672",177455,"006101351X",0
"92676",177458,"0002228424",0
"92715",177458,"0060175400",0
"92716",177458,"0060185074",0
"92724",177458,"0060535733",8
"92731",177458,"0061009059",8
"92774",177458,"0140245162",0
"92777",177458,"014025238X",0
"92778",177458,"0140254749",0
"92779",177458,"0140262032",0
"92789",177458,"0140366857",7
"92791",177458,"014043187X",0
"92796",177458,"0140864032",0
"92798",177458,"014100942X",0
"92803",177458,"0142003492",0
"92808",177458,"0143013602",0
"92812",177458,"0143033603",0
"92816",177458,"0152024603",0
"92818",177458,"015204941X",7
"92819",177458,"0152162380",0
"92840",177458,"0312114575",0
"92842",177458,"0312180519",0
"92843",177458,"0312195516",0
"92848",177458,"0312265867",0
"92850",177458,"0312281552",0
"92855",177458,"0312331908",0
"92858",177458,"0312850476",0
"92861",177458,"0312860226",0
"92870",177458,"0312867123",9
"92883",177458,"0312869746",0
"92884",177458,"031287216X",7
"92891",177458,"0312874359",0
"92899",177458,"0312876939",8
"92902",177458,"031287877X",0
"92904",177458,"0312924585",0
"92907",177458,"0312966970",0
"92908",177458,"0312971346",8
"92911",177458,"0312979983",6
"92914",177458,"0312983298",0
"92921",177458,"0316124710",0
"92923",177458,"0316153990",0
"92925",177458,"0316192945",0
"92934",177458,"0316736880",0
"92941",177458,"0330330373",0
"92949",177458,"0340742496",7
"92952",177458,"0340792655",0
"92961",177458,"0345302486",0
"92964",177458,"0345313860",0
"92970",177458,"0345336046",0
"92971",177458,"0345346971",0
"92972",177458,"0345347536",0
"92973",177458,"0345348109",0
"92979",177458,"0345361792",0
"92985",177458,"0345384687",0
"92996",177458,"0345406141",0
"92999",177458,"034541389X",0
"93000",177458,"0345416872",7
"93002",177458,"0345417089",9
"93003",177458,"0345417100",0
"93006",177458,"034542722X",0
"93007",177458,"0345435281",0
"93008",177458,"0345438337",0
"93011",177458,"0345442644",8
"93014",177458,"0345447832",8
"93018",177458,"0345470540",6
"93020",177458,"0374525420",0
"93023",177458,"0375415777",0
"93029",177458,"0375703764",8
"93032",177458,"0375727345",0
"93035",177458,"0380006340",0
"93036",177458,"0380018977",0
"93044",177458,"0380730359",0
"93060",177458,"0380813815",0
"93063",177458,"0380872218",0
"93065",177458,"0380898349",0
"93068",177458,"0380973405",7
"93073",177458,"0380978415",0
"93084",177458,"0385335482",0
"93086",177458,"0385335717",0
"93089",177458,"0385336780",0
"93090",177458,"0385337116",0
"93091",177458,"0385425686",0
"93092",177458,"0385474458",5
"93095",177458,"0385492081",0
"93099",177458,"0385503385",0
"93100",177458,"0385504209",0
"93102",177458,"0385508042",0
"93120",177458,"0395647274",0
"93122",177458,"0399142258",0
"93126",177458,"0399145079",9
"93127",177458,"0399145206",0
"93134",177458,"039914823X",0
"93136",177458,"0399148949",0
"93141",177458,"0399151273",0
"93152",177458,"0425132153",0
"93154",177458,"0425140032",0
"93156",177458,"0425151867",0
"93158",177458,"0425155064",0
"93167",177458,"0425183971",0
"93169",177458,"042518630X",0
"93172",177458,"0425188485",8
"93173",177458,"0425189031",0
"93177",177458,"0439256364",0
"93185",177458,"0440221471",0
"93190",177458,"0440241286",0
"93200",177458,"0441003729",8
"93203",177458,"0441004768",0
"93204",177458,"0441005012",0
"93206",177458,"0441005748",0
"93214",177458,"0441009387",8
"93216",177458,"0441010229",0
"93217",177458,"0441010466",0
"93219",177458,"0441010652",0
"93223",177458,"0441117732",0
"93225",177458,"0441304834",7
"93236",177458,"0446364800",0
"93237",177458,"0446518158",0
"93238",177458,"0446521590",5
"93244",177458,"044652770X",0
"93245",177458,"0446527793",0
"93247",177458,"0446528722",0
"93251",177458,"0446530859",0
"93253",177458,"0446530980",0
"93254",177458,"0446531057",0
"93256",177458,"0446531316",0
"93261",177458,"0446533025",0
"93264",177458,"0446606812",5
"93279",177458,"0449221504",0
"93283",177458,"0451129423",0
"93284",177458,"0451129504",6
"93288",177458,"0451151259",8
"93292",177458,"0451160452",7
"93304",177458,"0451199987",0
"93315",177458,"0451456734",0
"93322",177458,"0451458125",0
"93324",177458,"0451458370",0
"93337",177458,"0452264316",2
"93340",177458,"0452272319",0
"93343",177458,"0452279305",0
"93353",177458,"0486264726",0
"93365",177458,"0486278174",0
"93369",177458,"0486280616",0
"93370",177458,"0486283267",0
"93371",177458,"048628347X",0
"93376",177458,"0486288161",0
"93381",177458,"0486293548",0
"93384",177458,"0486296466",0
"93389",177458,"0517149591",7
"93400",177458,"0553107054",0
"93418",177458,"0553255754",0
"93421",177458,"0553259040",8
"93423",177458,"0553259288",0
"93429",177458,"0553268880",0
"93434",177458,"0553289411",0
"93436",177458,"0553294385",0
"93437",177458,"0553295772",0
"93443",177458,"0553525123",0
"93444",177458,"055356241X",0
"93445",177458,"0553562614",0
"93447",177458,"0553566067",0
"93455",177458,"0553572997",0
"93458",177458,"0553573403",8
"93460",177458,"0553573861",0
"93461",177458,"0553574086",0
"93463",177458,"0553575538",0
"93464",177458,"0553576380",3
"93471",177458,"0553578693",0
"93474",177458,"0553579754",0
"93477",177458,"0553583328",0
"93478",177458,"0553583344",0
"93479",177458,"0553583425",0
"93480",177458,"0553584413",0
"93482",177458,"0553584758",0
"93485",177458,"055380118X",0
"93486",177458,"0553801481",0
"93493",177458,"0575075503",8
"93505",177458,"0609610597",7
"93509",177458,"0670031437",0
"93510",177458,"0670031534",0
"93516",177458,"0670044334",0
"93537",177458,"0671013955",7
"93541",177458,"0671014463",7
"93551",177458,"0671023187",0
"93556",177458,"0671032569",0
"93559",177458,"0671034065",8
"93580",177458,"0671047574",0
"93588",177458,"067153288X",0
"93601",177458,"067158104X",0
"93622",177458,"067173685X",7
"93632",177458,"0671743902",0
"93645",177458,"0671797476",7
"93648",177458,"0671875965",0
"93650",177458,"0671878719",7
"93693",177458,"0679450440",0
"93707",177458,"0684867672",0
"93710",177458,"0688169724",0
"93713",177458,"0694523259",0
"93734",177458,"0743209516",0
"93735",177458,"0743216393",8
"93736",177458,"0743235916",0
"93745",177458,"0743412400",0
"93751",177458,"0743429575",0
"93757",177458,"0743445058",0
"93759",177458,"0743445600",8
"93765",177458,"0743453956",0
"93766",177458,"0743457439",0
"93768",177458,"0743463757",0
"93771",177458,"0743464435",7
"93774",177458,"0743475208",8
"93775",177458,"0743477073",7
"93779",177458,"074350061X",8
"93782",177458,"0743505883",0
"93787",177458,"0743532945",7
"93795",177458,"0752272411",7
"93805",177458,"075285111X",0
"93814",177458,"0758203233",0
"93816",177458,"0759649928",0
"93824",177458,"0765302225",0
"93825",177458,"0765302233",0
"93826",177458,"0765303558",0
"93836",177458,"0767917359",0
"93846",177458,"0771010834",0
"93848",177458,"0771014805",0
"93854",177458,"0771014929",0
"93857",177458,"0771027087",0
"93869",177458,"0771044364",0
"93891",177458,"0771098839",0
"93898",177458,"0773673954",0
"93918",177458,"0786816023",0
"93919",177458,"0786867256",0
"93921",177458,"078688861X",0
"93942",177458,"0786918500",0
"93953",177458,"078692845X",7
"93954",177458,"0786928484",0
"93955",177458,"0786928514",7
"93956",177458,"0786928549",7
"93958",177458,"0786928840",0
"93962",177458,"0786929170",0
"93966",177458,"078692974X",7
"93969",177458,"0786930306",0
"93970",177458,"0786931310",5
"93971",177458,"0786931361",7
"93974",177458,"0786933011",0
"93977",177458,"0789477777",0
"93978",177458,"078948000X",0
"93982",177458,"0802135161",9
"93993",177458,"0805059814",0
"94010",177458,"0812502205",0
"94012",177458,"0812508440",0
"94020",177458,"0812533828",0
"94025",177458,"0812541626",0
"94026",177458,"0812548051",0
"94030",177458,"0812551583",0
"94041",177458,"0812570081",0
"94045",177458,"0812571088",8
"94048",177458,"0812571452",7
"94051",177458,"0812576357",0
"94054",177458,"0812580354",0
"94056",177458,"0812584228",0
"94063",177458,"0836217691",0
"94066",177458,"0836218353",8
"94068",177458,"0836218620",8
"94069",177458,"0836218663",8
"94070",177458,"0836218787",8
"94071",177458,"0836218833",8
"94076",177458,"0842329129",5
"94083",177458,"086492304X",7
"94088",177458,"0871139030",0
"94097",177458,"0875421180",8
"94109",177458,"0879518561",0
"94116",177458,"088038266X",8
"94125",177458,"0880387351",0
"94135",177458,"0880389095",7
"94137",177458,"0880389117",6
"94148",177458,"0886774012",0
"94149",177458,"0886774268",6
"94150",177458,"0886774896",0
"94152",177458,"0886775620",0
"94155",177458,"0886776430",7
"94158",177458,"0886777690",8
"94159",177458,"0886777844",8
"94160",177458,"0886777984",0
"94164",177458,"0886779200",6
"94165",177458,"0886779758",8
"94171",177458,"0888012403",0
"94176",177458,"0889952930",0
"94177",177458,"0890875782",0
"94179",177458,"0892967668",0
"94181",177458,"089296801X",0
"94197",177458,"0916211703",8
"94206",177458,"0929141814",9
"94224",177458,"0971880107",0
"94244",177458,"1550225030",6
"94290",177458,"1552782425",0
"94293",177458,"1553211081",0
"94294",177458,"1555833667",0
"94302",177458,"1556522460",0
"94303",177458,"1556704992",0
"94304",177458,"1558531025",0
"94306",177458,"1559703237",0
"94324",177458,"1561009814",0
"94328",177458,"1564144879",7
"94331",177458,"1565040295",7
"94336",177458,"1565112318",7
"94339",177458,"1565122798",0
"94345",177458,"1567183042",7
"94346",177458,"1567184308",5
"94359",177458,"1570429219",0
"94361",177458,"1570717257",0
"94362",177458,"1572970251",7
"94363",177458,"1572970669",7
"94365",177458,"1573182222",0
"94372",177458,"1575668904",0
"94378",177458,"1585671169",7
"94381",177458,"158621604X",0
"94383",177458,"1588461254",0
"94389",177458,"1841194689",0
"94397",177458,"1853261033",0
"94401",177458,"1853261270",0
"94411",177458,"1853267481",0
"94427",177458,"1862047626",7
"94431",177458,"1875137955",7
"94434",177458,"1884822738",7
"94437",177458,"1887650210",0
"94444",177458,"1892900025",0
"94447",177458,"1894549333",0
"94458",177458,"1896332129",0
"94466",177458,"1902852427",3
"94468",177458,"1903402794",0
"94486",177458,"1931543380",0
"94488",177458,"1931686408",0
"94492",177459,"0061009059",8
"94493",177459,"0061011339",0
"94497",177459,"0440213290",0
"94500",177459,"0684822652",0
"94501",177459,"1565041992",10
"94503",177463,"0688165125",0
"94512",177492,"0425128792",10
"94514",177492,"0440224772",9
"94518",177492,"055321313X",9
"94519",177492,"0553213377",0
"94524",177496,"0870406892",0
"94525",177497,"0312941072",0
"94526",177506,"0451099648",0
"94528",177506,"0812508440",0
"94529",177506,"0812585151",4
"94533",177510,"8408022830",7
"94534",177510,"8408025465",7
"94551",177514,"0375727345",5
"94556",177520,"8420618101",0
"94561",177525,"0140620222",9
"94566",177531,"0140241396",10
"94568",177531,"0316116106",0
"94571",177531,"0425181111",0
"94572",177531,"0553209469",0
"94577",177531,"0679735771",0
"94580",177531,"1556521901",0
"94581",177534,"0971880107",0
"94582",177534,"8401479460",0
"94583",177534,"8433906992",10
"94584",177534,"8433966111",9
"94586",177534,"8483102161",0
"94587",177534,"8483105047",7
"94588",177534,"8483105543",6
"94598",177550,"8479018070",8
"94602",177553,"0920379079",0
"94611",177556,"3453212622",0
"94616",177556,"3492235212",0
"94623",177560,"0786881852",5
"94626",177569,"0201134179",6
"94631",177569,"0345413903",0
"94638",177569,"0440234859",0
"94654",177569,"0671042262",10
"94656",177569,"0812540182",6
"94659",177569,"1551669609",6
"94663",177573,"0156628708",4
"94666",177573,"0440218659",6
"94668",177573,"0553571656",8
"94670",177573,"0813512220",7
"94672",177575,"037575251X",0
"94677",177589,"3407782187",7
"94679",177590,"014025448X",10
"94681",177590,"0140257934",10
"94682",177590,"0140265686",10
"94694",177590,"0380817446",7
"94697",177590,"055321313X",0
"94698",177590,"0553213148",0
"94699",177590,"0553213156",0
"94700",177590,"0553280465",0
"94701",177590,"0553805681",0
"94703",177590,"0670030198",9
"94704",177590,"0670031046",10
"94706",177590,"0670031216",9
"94709",177590,"0671027646",6
"94711",177590,"0679445315",0
"94713",177590,"0688157882",0
"94716",177590,"0830811877",0
"94720",177590,"0842329218",10
"94722",177590,"0842329250",10
"94732",177590,"0883683156",0
"94734",177590,"0917006011",0
"94739",177590,"1570515956",7
"94740",177590,"1572930683",0
"94741",177590,"1576737330",9
"94746",177590,"1593100183",5
"94749",177595,"0373650787",0
"94753",177607,"2277300098",8
"94754",177607,"2705803335",10
"94757",177623,"0440213290",8
"94760",177630,"0393312801",6
"94765",177630,"0874065038",10
"94772",177634,"0671004573",0
"94777",177638,"0061087025",10
"94778",177638,"0373243286",6
"94779",177638,"0373260741",6
"94780",177638,"0373835671",7
"94783",177638,"0380800225",0
"94784",177638,"0451191390",0
"94786",177638,"0515132020",10
"94789",177638,"1575667533",0
"94790",177641,"0440170796",0
"94791",177642,"0140219781",0
"94805",177651,"0140233989",8
"94818",177660,"0140017925",0
"94821",177660,"0140620338",0
"94826",177660,"0192816454",8
"94829",177660,"0375708723",0
"94830",177660,"0385490445",0
"94831",177660,"0393324559",0
"94837",177660,"2010147693",0
"94850",177660,"2253007102",10
"94854",177660,"2253047422",8
"94861",177663,"0156007754",0
"94865",177673,"0060924837",0
"94867",177673,"0375401997",9
"94868",177673,"0452282098",8
"94878",177683,"0399142274",0
"94884",177683,"0440213525",0
"94889",177683,"0451410556",8
"94893",177683,"067944064X",0
"94894",177683,"0743202708",9
"94897",177688,"0140004424",0
"94908",177688,"0878160965",0
"94909",177688,"0971880107",0
"94912",177688,"3257215444",0
"94913",177688,"3379016039",0
"94914",177688,"3404242017",0
"94918",177688,"3442162939",0
"94919",177688,"3442437474",1
"94920",177688,"3442442354",10
"94921",177688,"3442442818",0
"94923",177688,"3453056655",0
"94926",177688,"3453155858",0
"94928",177688,"3453212231",0
"94932",177688,"3498043900",0
"94937",177688,"3499225956",0
"94945",177688,"3596142938",0
"94957",177690,"0060187476",0
"94962",177690,"0061030015",0
"94965",177690,"0130796115",0
"94969",177690,"015113216X",0
"94970",177690,"0304349399",0
"94975",177690,"0312291639",0
"94977",177690,"0312974965",6
"94979",177690,"0345311396",6
"94982",177690,"0345414055",0
"94985",177690,"0345452704",0
"94987",177690,"0373058063",0
"94989",177690,"0373058845",0
"94993",177690,"0373218192",0
"95011",177690,"0375500510",0
"95012",177690,"0375507124",0
"95015",177690,"038075620X",0
"95017",177690,"0380763400",7
"95027",177690,"0380819082",7
"95028",177690,"0380820056",0
"95038",177690,"0385504209",10
"95040",177690,"039914143X",0
"95046",177690,"0440217598",7
"95055",177690,"0446519812",0
"95058",177690,"0446527289",0
"95060",177690,"0446690155",0
"95071",177690,"0451402626",0
"95072",177690,"0451410777",0
"95075",177690,"0452281784",0
"95077",177690,"0515122416",0
"95082",177690,"0515132020",0
"95085",177690,"0515135062",0
"95088",177690,"0515136530",0
"95091",177690,"0525945385",0
"95096",177690,"0553100874",0
"95108",177690,"0553581066",0
"95109",177690,"0553583441",0
"95118",177690,"0671034022",0
"95126",177690,"0671794493",0
"95127",177690,"0671870920",5
"95128",177690,"0671870955",0
"95134",177690,"0679446656",0
"95138",177690,"0738832782",0
"95140",177690,"0739400991",0
"95142",177690,"073941304X",0
"95146",177690,"0739420267",0
"95148",177690,"0743411269",0
"95149",177690,"0743437128",0
"95150",177690,"0743453476",7
"95156",177690,"0786012064",0
"95158",177690,"0786208155",0
"95159",177690,"0786704330",7
"95161",177690,"0804119961",0
"95162",177690,"0806959215",0
"95164",177690,"0806999772",0
"95165",177690,"0810919745",0
"95167",177690,"0816157170",0
"95169",177690,"0821766341",6
"95170",177690,"0821769251",0
"95173",177690,"0878771611",0
"95174",177690,"0880291478",0
"95181",177690,"0965717828",0
"95183",177690,"1551662647",0
"95184",177690,"1551662841",0
"95186",177690,"1551665115",0
"95195",177690,"1551666855",0
"95203",177690,"1551668521",0
"95211",177690,"1551669633",0
"95213",177690,"1556113498",0
"95219",177690,"1567311393",0
"95221",177690,"1575211874",6
"95223",177690,"1575666154",0
"95224",177690,"1580620744",0
"95227",177690,"1883013593",0
"95228",177690,"1885173369",0
"95230",177690,"3895082449",0
"95231",177694,"0439070317",0
"95239",177701,"0316291161",0
"95240",177701,"0679750649",7
"95242",177703,"0060283319",7
"95245",177703,"0553058088",0
"95246",177703,"0671695304",5
"95249",177704,"0316000647",0
"95256",177716,"0375400117",10
"95260",177716,"0618002219",0
"95261",177716,"0679766758",6
"95262",177716,"0892551658",0
"95265",177728,"3442356113",6
"95271",177731,"0440214041",7
"95278",177744,"0446523569",0
"95279",177744,"0449207986",7
"95282",177748,"8408025465",5
"95285",177756,"8432122068",0
"95288",177764,"067972110X",8
"95289",177764,"0915520168",9
"95290",177764,"0922915008",7
"95292",177764,"0922915121",8
"95293",177764,"0922915660",9
"95294",177764,"0962328626",8
"95295",177764,"1559500263",7
"95302",177768,"0571218229",9
"95308",177792,"0446612545",8
"95310",177794,"0375826688",0
"95313",177794,"0689859376",10
"95316",177794,"0786818352",0
"95317",177794,"1582348103",0
"95325",177814,"0394474511",7
"95326",177814,"157500092X",5
"95329",177823,"0375727345",8
"95339",177842,"0590353403",0
"95340",177842,"0879052074",8
"95347",177850,"0563405910",0
"95352",177854,"0425182908",0
"95353",177856,"8483105411",10
"95355",177858,"0757301177",8
"95358",177861,"0380718340",0
"95366",177861,"0451186583",8
"95368",177861,"0671004565",0
"95369",177861,"0671028367",10
"95370",177861,"0671028375",0
"95378",177862,"0345447867",8
"95383",177862,"0425182878",7
"95388",177862,"0584106769",7
"95389",177862,"0590436104",5
"95390",177862,"0684853515",5
"95392",177862,"0893753548",7
"95393",177862,"0919433537",0
"95394",177862,"1556114990",5
"95397",177864,"0688003095",8
"95402",177870,"0292715536",0
"95403",177870,"0345342968",7
"95404",177870,"0373790651",0
"95409",177870,"0671683454",0
"95417",177876,"031227534X",0
"95424",177876,"0425181464",0
"95425",177876,"0425183971",8
"95434",177876,"0671318349",8
"95438",177876,"1551666367",7
"95443",177879,"0192838431",7
"95447",177879,"0395562384",10
"95448",177879,"0415901510",8
"95451",177879,"0486249042",10
"95452",177879,"0528827669",10
"95453",177879,"0553213504",7
"95454",177879,"0553346342",8
"95455",177879,"0590074970",10
"95460",177879,"0876122314",10
"95463",177879,"1564585026",8
"95465",177879,"1566913527",10
"95466",177879,"157322751X",8
"95467",177879,"185359444X",0
"95468",177879,"1873927096",10
"95472",177884,"0140343385",5
"95474",177896,"1880656248",0
"95476",177903,"0759683832",8
"95477",177910,"0446609196",5
"95481",177918,"0425116840",8
"95482",177918,"0486222268",6
"95484",177920,"0595173640",0
"95485",177923,"0971880107",0
"95487",177923,"8479018070",8
"95488",177932,"0060195398",0
"95490",177932,"0312964005",0
"95491",177932,"0380764423",6
"95492",177932,"0396079822",0
"95493",177932,"0446358754",9
"95495",177932,"0446670014",0
"95497",177932,"0670819786",0
"95499",177932,"0688012205",10
"95500",177932,"0802415679",0
"95503",177932,"0842329218",0
"95504",177932,"155874262X",0
"95506",177932,"1570711429",9
"95508",177934,"0385282265",9
"95512",177934,"0590457225",9
"95514",177936,"355174131X",0
"95518",177940,"0743474325",8
"95527",177949,"0451167872",2
"95531",177949,"0783815085",9
"95532",177951,"8401561531",6
"95538",177964,"0394758285",0
"95540",177968,"0375400117",7
"95543",177968,"0425147711",8
"95545",177968,"0425171493",5
"95549",177971,"0671021001",4
"95558",177977,"0380817306",0
"95569",177980,"0671000497",7
"95571",177983,"0684835983",10
"95572",177985,"0440155509",8
"95575",177989,"0399146431",0
"95576",177989,"0446310786",5
"95578",177990,"1551668726",5
"95579",177995,"0380443880",0
"95585",178001,"0312195516",5
"95588",178003,"8433914774",6
"95603",178014,"0553802275",0
"95607",178022,"050552256X",0
"95609",178025,"0451188063",0
"95615",178028,"1573229326",5
"95616",178029,"0743225406",10
"95621",178032,"0399142789",5
"95624",178032,"0767913795",8
"95626",178032,"0894866370",9
"95638",178035,"0373243286",6
"95641",178035,"0425175405",8
"95642",178035,"0440115450",8
"95645",178035,"0440224764",7
"95654",178035,"0553254650",5
"95657",178035,"0553581406",5
"95659",178035,"0743422910",8
"95675",178045,"0920080936",0
"95678",178053,"0066211611",0
"95680",178054,"2266079913",2
"95688",178056,"0060964065",0
"95690",178056,"0316769487",6
"95691",178056,"0385335482",6
"95693",178056,"0425061337",8
"95705",178056,"0517073978",0
"95707",178056,"057109712X",4
"95712",178056,"0671887947",5
"95713",178056,"0684862719",0
"95714",178056,"0743437993",0
"95718",178056,"1400047439",3
"95726",178058,"0425124347",0
"95727",178058,"0425147622",8
"95728",178058,"042518286X",8
"95734",178058,"0671004565",0
"95735",178058,"0671525743",10
"95736",178058,"0671715542",8
"95738",178058,"1558744150",0
"95741",178065,"0345335198",0
"95747",178065,"0671789422",0
"95748",178065,"0805002545",0
"95749",178065,"0809229447",0
"95753",178069,"0440216540",8
"95754",178069,"0446672211",0
"95755",178069,"0449003787",0
"95756",178069,"0451191951",4
"95767",178072,"0971880107",5
"95770",178075,"0385474210",10
"95772",178077,"8420639540",7
"95780",178079,"0373484224",0
"95781",178079,"0380724987",10
"95783",178079,"0385141602",0
"95784",178079,"0425194493",0
"95787",178079,"0440241006",10
"95791",178079,"0553582747",10
"95792",178079,"0553584480",10
"95798",178079,"0743437802",0
"95799",178079,"0743470389",0
"95800",178079,"0874777283",5
"95801",178079,"1551666839",10
"95802",178079,"1573220000",0
"95806",178084,"0451180208",8
"95807",178085,"0373185111",8
"95814",178093,"0312982518",0
"95816",178093,"0373638248",0
"95819",178093,"042519065X",0
"95828",178093,"0451173376",0
"95830",178093,"0515056448",8
"95831",178093,"0515064475",8
"95834",178093,"0515085499",0
"95837",178093,"0515092266",8
"95856",178093,"0743474325",8
"95864",178096,"0441135560",0
"95865",178097,"0064407055",9
"95869",178101,"0451198565",0
"95871",178101,"0821768069",7
"95872",178101,"0821769979",5
"95876",178107,"0582364108",10
"95880",178108,"1885066449",0
"95882",178112,"1575663554",8
"95883",178113,"0385494785",10
"95886",178114,"0786868414",10
"95891",178115,"0679452206",0
"95894",178123,"0060930535",7
"95905",178130,"0312921446",0
"95908",178130,"0312957211",0
"95909",178130,"0312963009",0
"95911",178130,"0345422384",0
"95919",178130,"0373835426",5
"95927",178130,"0425136280",7
"95943",178130,"0451190203",8
"95945",178130,"0451195361",8
"95953",178130,"0553279912",0
"95956",178130,"0553285947",0
"95969",178130,"0609806521",5
"95973",178130,"067101420X",9
"95974",178130,"067102423X",0
"95983",178130,"0671798057",0
"95986",178130,"0785320962",0
"95988",178130,"078942777X",0
"95991",178130,"0811802493",8
"95993",178130,"0812504135",0
"96004",178130,"0891099549",0
"96006",178130,"0961986301",0
"96007",178130,"1551665352",0
"96008",178130,"1558746587",0
"96009",178130,"1561792535",0
"96010",178130,"1561794627",0
"96011",178130,"1567315437",0
"96014",178136,"0345409574",8
"96018",178144,"0142004235",7
"96019",178144,"0312924585",7
"96021",178144,"0375501371",0
"96024",178144,"1551665034",0
"96031",178149,"0440224055",0
"96032",178151,"0060930535",0
"96034",178151,"0156011042",0
"96035",178151,"0201055414",0
"96042",178151,"0385505833",8
"96043",178151,"0385720106",0
"96047",178151,"0446516538",0
"96048",178151,"0449907848",8
"96050",178151,"0453006507",8
"96051",178151,"0453006949",0
"96054",178151,"0553375407",10
"96058",178151,"067973743X",0
"96063",178151,"0884963195",0
"96064",178151,"0916124355",0
"96066",178151,"0931580366",7
"96068",178154,"0312422512",6
"96069",178155,"0140195815",10
"96073",178157,"0375726403",8
"96078",178162,"0934678898",10
"96079",178165,"0395253799",7
"96081",178172,"0375502254",8
"96083",178176,"0525946276",0
"96087",178181,"0030020387",0
"96089",178181,"0060158387",0
"96090",178181,"0060173289",0
"96091",178181,"0060502258",0
"96092",178181,"0060603062",0
"96093",178181,"0060970790",0
"96094",178181,"0060974400",0
"96095",178181,"0060976845",0
"96102",178181,"0064409430",0
"96104",178181,"0070431469",0
"96105",178181,"0130956821",0
"96106",178181,"0136190812",0
"96107",178181,"0140179704",0
"96109",178181,"0140423575",0
"96114",178181,"0151008477",0
"96120",178181,"0253365430",0
"96123",178181,"0307060969",0
"96125",178181,"0307100545",0
"96126",178181,"0307100758",0
"96131",178181,"0307101312",0
"96138",178181,"0307121569",0
"96141",178181,"0307123146",0
"96143",178181,"0307125513",0
"96148",178181,"0307681122",0
"96150",178181,"0307689468",0
"96152",178181,"0307987884",0
"96154",178181,"0310228646",0
"96156",178181,"0310417414",0
"96157",178181,"0310704669",0
"96160",178181,"0312093691",0
"96163",178181,"0312490097",0
"96171",178181,"0345378490",0
"96172",178181,"0345378792",0
"96181",178181,"0375815120",0
"96182",178181,"0380001322",0
"96184",178181,"0380872625",0
"96185",178181,"0385416342",0
"96191",178181,"0394800303",0
"96194",178181,"0394842324",0
"96198",178181,"0394885058",0
"96200",178181,"0394885074",0
"96202",178181,"0394886291",0
"96206",178181,"0399133143",0
"96210",178181,"0399226907",0
"96225",178181,"0440209412",0
"96226",178181,"044021145X",0
"96229",178181,"0440214041",0
"96235",178181,"0440498058",0
"96241",178181,"0446364193",0
"96243",178181,"0446604801",0
"96247",178181,"0448030845",0
"96249",178181,"0448102161",0
"96253",178181,"0448408635",0
"96254",178181,"0448412853",0
"96257",178181,"0449003787",0
"96259",178181,"0449209202",0
"96268",178181,"0515122734",0
"96269",178181,"051512317X",0
"96273",178181,"0516442236",0
"96274",178181,"0517149257",0
"96275",178181,"0517516160",0
"96276",178181,"0517580497",0
"96278",178181,"0525446729",0
"96281",178181,"0525459898",0
"96284",178181,"0553097628",0
"96293",178181,"0553348701",0
"96294",178181,"0553348884",0
"96297",178181,"0553576011",0
"96300",178181,"0570073006",0
"96301",178181,"057112934X",7
"96303",178181,"059013454X",0
"96306",178181,"059035342X",0
"96307",178181,"0590407600",0
"96309",178181,"0590414313",0
"96310",178181,"0590414623",0
"96312",178181,"0670846503",0
"96314",178181,"0671000306",0
"96316",178181,"0671061879",0
"96318",178181,"0671451553",0
"96320",178181,"0671510053",0
"96322",178181,"0671532707",0
"96324",178181,"0671613456",0
"96325",178181,"0671613464",0
"96326",178181,"0671613472",0
"96331",178181,"0671708635",0
"96344",178181,"0679448594",0
"96347",178181,"0679810390",0
"96351",178181,"0684823837",0
"96352",178181,"0684872609",0
"96354",178181,"0687031222",0
"96355",178181,"0687206472",0
"96356",178181,"0688112749",8
"96361",178181,"0696001756",0
"96366",178181,"0723234191",0
"96367",178181,"0723234205",0
"96368",178181,"0723234213",0
"96369",178181,"0723237832",0
"96373",178181,"0736904719",0
"96379",178181,"0763603546",0
"96381",178181,"0763619159",0
"96383",178181,"076534050X",0
"96385",178181,"0784713618",0
"96386",178181,"0785270159",0
"96391",178181,"0785326731",0
"96395",178181,"0789439905",0
"96396",178181,"0789488299",0
"96397",178181,"0792451791",0
"96398",178181,"0800718348",7
"96401",178181,"0803701624",0
"96405",178181,"0805018832",0
"96406",178181,"0805046410",0
"96407",178181,"0806517956",0
"96408",178181,"0806621230",0
"96410",178181,"0806624574",0
"96414",178181,"0816011966",0
"96416",178181,"081930655X",0
"96421",178181,"0830712887",0
