"","User","ISBN","Book.Rating"
"67423",172030,"0446611212",0
"67424",172030,"0446912689",0
"67433",172030,"0449130193",0
"67452",172030,"0451161343",10
"67453",172030,"0451165063",0
"67460",172030,"0451174984",0
"67464",172030,"0451177096",0
"67468",172030,"0451183886",0
"67472",172030,"0451192192",0
"67477",172030,"0451201914",0
"67483",172030,"0451400909",0
"67486",172030,"0451404424",0
"67489",172030,"0451405668",9
"67491",172030,"0451407458",0
"67493",172030,"0451407571",0
"67499",172030,"0451408411",0
"67517",172030,"0505520915",0
"67520",172030,"0505521105",0
"67526",172030,"0505521792",0
"67528",172030,"0505522020",0
"67529",172030,"050552242X",0
"67535",172030,"0505522675",0
"67538",172030,"0505522918",9
"67553",172030,"050552418X",0
"67557",172030,"0505524511",0
"67561",172030,"0505524740",0
"67567",172030,"0505525151",8
"67573",172030,"0515107662",0
"67576",172030,"0515121401",0
"67580",172030,"0515124079",0
"67581",172030,"0515124486",0
"67586",172030,"0515126772",0
"67587",172030,"051512902X",0
"67592",172030,"0515131229",0
"67595",172030,"051513287X",0
"67600",172030,"0525946233",9
"67604",172030,"0553151983",8
"67635",172030,"0553444891",0
"67644",172030,"0553563343",0
"67646",172030,"0553567683",0
"67647",172030,"0553567756",0
"67648",172030,"0553567764",0
"67653",172030,"0553576178",0
"67656",172030,"0553578901",0
"67663",172030,"0553582755",0
"67667",172030,"0590227637",0
"67678",172030,"0590452568",0
"67679",172030,"059045367X",0
"67684",172030,"0590514776",0
"67716",172030,"0671041665",0
"67731",172030,"0671540858",9
"67735",172030,"0671601067",0
"67738",172030,"067166767X",0
"67743",172030,"067169071X",0
"67762",172030,"0671749943",0
"67768",172030,"0671786113",0
"67779",172030,"067976402X",0
"67795",172030,"0713476095",0
"67810",172030,"0764503545",9
"67821",172030,"0786011149",0
"67823",172030,"0786013125",0
"67826",172030,"0786014717",0
"67830",172030,"0786868015",0
"67853",172030,"0812528042",0
"67855",172030,"0812544684",0
"67862",172030,"0816718237",8
"67880",172030,"0821726501",0
"67886",172030,"082172987X",0
"67887",172030,"0821730126",8
"67896",172030,"0821737163",0
"67929",172030,"0821758969",0
"67958",172030,"0843934808",0
"67959",172030,"0843935685",0
"67965",172030,"0843939028",0
"67968",172030,"084394000X",0
"67978",172030,"0843943394",0
"67979",172030,"0843943491",0
"67991",172030,"0843947357",10
"68008",172030,"084395048X",0
"68017",172030,"0843952059",0
"68025",172030,"0886778077",0
"68030",172030,"0894809997",0
"68035",172030,"155166268X",0
"68041",172030,"1551668718",0
"68058",172030,"1558177930",10
"68060",172030,"1558745033",0
"68071",172030,"1565970500",0
"68077",172030,"1569313784",8
"68106",172036,"0738703915",10
"68108",172039,"0451527216",6
"68120",172047,"0515130389",0
"68121",172047,"0515131229",6
"68127",172048,"0679429220",6
"68140",172058,"0684863472",0
"68141",172058,"0812543971",8
"68146",172061,"0060191988",0
"68149",172061,"0060977493",0
"68160",172061,"006250939X",0
"68161",172061,"0064407667",0
"68166",172061,"0140374248",0
"68178",172061,"0312977905",0
"68179",172061,"0312978863",0
"68181",172061,"0316666343",0
"68186",172061,"0373708998",8
"68187",172061,"0374219362",0
"68201",172061,"0380819546",10
"68213",172061,"0425193071",8
"68217",172061,"0440226430",7
"68224",172061,"0441328091",10
"68228",172061,"0446363251",7
"68235",172061,"0449907481",9
"68240",172061,"0451405501",0
"68243",172061,"0452282152",0
"68246",172061,"0515130389",0
"68250",172061,"0553581309",10
"68260",172061,"0671797050",10
"68264",172061,"068483376X",0
"68266",172061,"0688167241",10
"68314",172089,"0802133894",0
"68317",172091,"0060165529",0
"68325",172091,"0345434773",0
"68326",172091,"0375700757",0
"68333",172091,"0380973944",0
"68338",172091,"0394571029",5
"68344",172091,"0440223016",0
"68357",172091,"0553582755",6
"68358",172091,"0670813028",7
"68362",172091,"0671793489",0
"68380",172096,"0451166892",7
"68383",172101,"0061054623",0
"68385",172101,"006447268x",0
"68414",172115,"0446608122",7
"68433",172119,"0312981961",6
"68434",172119,"0345443284",0
"68437",172119,"0449907481",9
"68444",172119,"081120068X",7
"68451",172122,"0553210181",3
"68463",172122,"0894803204",8
"68465",172123,"0140300600",10
"68479",172124,"076790382X",0
"68491",172128,"0451454499",6
"68493",172128,"0505523884",7
"68503",172128,"0843952059",0
"68505",172128,"1565049071",8
"68506",172129,"1592860168",10
"68507",172131,"0380807866",0
"68508",172131,"0385490992",0
"68515",172145,"006091484X",5
"68519",172150,"0099748010",5
"68521",172150,"0316666009",8
"68524",172150,"0385485263",0
"68526",172155,"0670891576",8
"68531",172166,"3453212169",3
"68534",172167,"0765342987",0
"68539",172171,"0553582755",8
"68540",172175,"0380773775",5
"68541",172175,"0440224829",5
"68543",172179,"0316666343",9
"68557",172180,"0552147419",5
"68569",172182,"1569471142",5
"68582",172188,"0816735662",0
"68588",172192,"0439388805",8
"68595",172192,"0679459618",7
"68599",172192,"0811825558",10
"68600",172192,"0812544404",0
"68615",172203,"0060928336",0
"68624",172203,"0380701340",8
"68630",172203,"0425122123",10
"68632",172203,"0425143325",0
"68647",172203,"067976402X",0
"68648",172203,"0688149790",0
"68649",172203,"0764100181",0
"68653",172203,"1560850256",0
"68657",172205,"0156027321",8
"68663",172212,"1582341958",6
"68666",172215,"0399129847",0
"68670",172215,"0449907481",8
"68672",172215,"0452282152",8
"68677",172215,"068484477X",8
"68679",172215,"0771098901",0
"68689",172216,"1563891719",9
"68694",172218,"0553526405",0
"68696",172219,"014010819X",7
"68706",172232,"0333653300",0
"68715",172233,"3426605686",9
"68717",172233,"3426623633",0
"68718",172233,"3442356318",0
"68720",172233,"3442435838",0
"68725",172233,"3499137909",0
"68726",172233,"3499193795",7
"68729",172233,"3518381768",7
"68734",172233,"3596250587",0
"68737",172234,"0312980388",10
"68746",172241,"0505522675",0
"68756",172248,"0074701118",0
"68762",172248,"0140370900",0
"68763",172248,"0140510036",0
"68765",172248,"0207133832",0
"68799",172248,"0263722562",0
"68862",172248,"0671854453",0
"68869",172248,"0821748661",0
"68901",172249,"0330244086",0
"68924",172256,"0590543385",0
"68931",172266,"0449300021",7
"68939",172290,"0436279711",8
"68947",172293,"1558600655",0
"68950",172298,"0380717077",0
"68952",172299,"0671027360",0
"68953",172299,"0886776619",0
"68960",172311,"0684872153",6
"68963",172313,"044150485X",8
"68967",172317,"0807071285",8
"68968",172318,"0030363160",8
"68970",172318,"0671252259",0
"68972",172319,"0671880187",9
"68986",172326,"0345362276",0
"68988",172326,"0345376013",0
"69000",172326,"0440208149",0
"69001",172326,"0440217490",0
"69003",172326,"044022165X",0
"69007",172326,"0441865038",0
"69019",172326,"0523422598",0
"69023",172326,"0553273868",0
"69026",172326,"0553286293",0
"69031",172326,"0670855030",0
"69036",172326,"0671720414",0
"69037",172326,"0679459618",0
"69038",172326,"0684872153",0
"69046",172326,"0805019375",0
"69048",172326,"0842388036",0
"69058",172330,"0679731148",0
"69089",172350,"0452283205",5
"69098",172367,"0140092331",7
"69100",172367,"034076662X",8
"69102",172367,"0380789019",7
"69105",172367,"0765342987",8
"69106",172368,"0684872153",0
"69108",172370,"0345368975",5
"69111",172370,"0380715937",8
"69115",172370,"0449222721",8
"69126",172371,"3462029053",5
"69127",172371,"3518388746",9
"69135",172374,"0316168815",0
"69147",172374,"0440211727",0
"69152",172374,"0446611085",0
"69157",172374,"0451166892",0
"69159",172374,"0451191145",0
"69164",172374,"0515131229",0
"69167",172374,"0553210114",0
"69171",172374,"067942525X",0
"69178",172374,"0743247612",0
"69183",172374,"0812550307",0
"69188",172374,"1592400876",0
"69198",172377,"0590634275",6
"69205",172382,"0380728273",8
"69222",172403,"0747233667",0
"69260",172454,"0425166619",7
"69263",172454,"0843950463",0
"69271",172462,"0380804697",0
"69272",172462,"038097584X",8
"69277",172462,"0451196953",0
"69286",172462,"092183392X",3
"69288",172464,"2253143618",0
"69294",172477,"0786818263",0
"69297",172479,"0312203047",7
"69305",172486,"0375420827",9
"69311",172486,"0440500540",7
"69312",172486,"0440931800",9
"69317",172486,"0553058061",7
"69320",172486,"0767905180",5
"69322",172486,"1557481423",0
"69323",172487,"0891911111",0
"69328",172490,"044022165X",0
"69339",172512,"0060084286",9
"69344",172512,"0060928336",10
"69354",172512,"006447027X",0
"69364",172512,"0312950608",10
"69370",172512,"0312980191",0
"69373",172512,"0316666343",9
"69374",172512,"0316969443",9
"69376",172512,"0345317181",0
"69379",172512,"0345392825",0
"69381",172512,"0345404777",0
"69385",172512,"0345441133",0
"69387",172512,"0373032404",0
"69393",172512,"0373096518",0
"69394",172512,"0373160720",0
"69408",172512,"0373192215",0
"69410",172512,"0373245777",0
"69416",172512,"0373288700",9
"69420",172512,"0373303475",0
"69421",172512,"0373310196",9
"69432",172512,"0373835345",0
"69433",172512,"0374281602",0
"69435",172512,"0380018179",0
"69443",172512,"0380774577",7
"69450",172512,"0380803550",0
"69454",172512,"0380895897",10
"69456",172512,"0385318200",0
"69457",172512,"0385335830",9
"69467",172512,"0425113892",0
"69469",172512,"0425129756",0
"69471",172512,"0425137945",0
"69477",172512,"0425158616",0
"69484",172512,"0439425220",0
"69490",172512,"0440206154",0
"69491",172512,"0440210380",0
"69492",172512,"0440211727",8
"69494",172512,"0440217687",0
"69498",172512,"0440223202",0
"69501",172512,"0440224578",0
"69503",172512,"0440225078",0
"69504",172512,"0440226430",0
"69506",172512,"0440236673",0
"69510",172512,"0446351709",0
"69512",172512,"0446531332",0
"69516",172512,"0446608114",0
"69538",172512,"0451135989",0
"69540",172512,"0451166892",9
"69545",172512,"0451198360",0
"69547",172512,"0451199510",0
"69556",172512,"0505524295",0
"69557",172512,"0515098167",0
"69559",172512,"0515120618",0
"69560",172512,"0515124206",0
"69574",172512,"0553560859",0
"69575",172512,"055356238X",7
"69580",172512,"0553578901",7
"69583",172512,"0590431978",9
"69584",172512,"0595207243",0
"69585",172512,"0609602330",0
"69596",172512,"0671443275",0
"69600",172512,"0671526286",9
"69612",172512,"0671656597",0
"69620",172512,"0671729470",0
"69624",172512,"0671744607",0
"69630",172512,"0671786229",0
"69631",172512,"0671797050",0
"69633",172512,"0679429220",0
"69649",172512,"0812575733",0
"69653",172512,"0821720864",0
"69663",172512,"0821744925",0
"69669",172512,"0821751670",0
"69672",172512,"0821753762",0
"69675",172512,"0821758179",0
"69677",172512,"0821760424",0
"69678",172512,"0821762044",0
"69681",172512,"0821765825",0
"69704",172512,"1557738718",0
"69709",172512,"1573228214",0
"69713",172512,"1853263192",0
"69715",172512,"3822860867",0
"69728",172533,"0140318585",0
"69730",172533,"0439159652",0
"69733",172533,"0440979374",0
"69739",172533,"0743210875",0
"69747",172539,"0345380371",0
"69754",172539,"0425171884",0
"69756",172539,"0440234743",0
"69765",172539,"0451166892",9
"69770",172539,"0553205587",0
"69771",172539,"0553234811",8
"69772",172539,"0553262688",9
"69792",172558,"0671646974",0
"69793",172558,"067166316X",5
"69800",172570,"0434009407",0
"69804",172576,"0671527215",0
"69805",172577,"0312199430",0
"69806",172577,"0684857618",8
"69808",172580,"038542471X",6
"69816",172586,"0061060836",0
"69828",172593,"0316666343",0
"69853",172613,"067976402X",9
"69855",172613,"3257224176",8
"69857",172613,"3257231423",6
"69865",172613,"3442440173",5
"69878",172613,"3596154049",5
"69887",172633,"0380791978",8
"69890",172634,"0140622179",7
"69902",172636,"0553802127",0
"69921",172665,"0446615145",0
"69932",172676,"0066211220",7
"69934",172676,"0140092331",9
"69935",172676,"0140440046",10
"69936",172676,"0271014326",9
"69958",172676,"0380757478",7
"69964",172676,"0380776510",7
"69971",172676,"0380794489",9
"69977",172676,"038081479X",7
"69986",172676,"039471962X",10
"69987",172676,"0440211263",0
"69988",172676,"0440507162",10
"70005",172676,"0802068375",9
"70008",172676,"0815713088",10
"70015",172691,"3522720504",8
"70048",172700,"1558020063",2
"70054",172708,"0451194004",0
"70061",172713,"038082101X",5
"70063",172713,"0679767088",10
"70067",172715,"3442720273",10
"70073",172723,"0064400557",0
"70077",172723,"0590254960",6
"70140",172742,"0060909676",0
"70144",172742,"0060915544",0
"70147",172742,"0060928336",0
"70148",172742,"0060934417",0
"70152",172742,"0060976837",0
"70163",172742,"0061030643",7
"70175",172742,"0061098019",0
"70178",172742,"006109918X",0
"70186",172742,"0062554182",0
"70190",172742,"0064400557",0
"70209",172742,"0116703261",0
"70216",172742,"0140028420",0
"70221",172742,"0140049096",0
"70234",172742,"0140133488",0
"70242",172742,"0140244824",0
"70250",172742,"0140437959",0
"70253",172742,"0140621032",0
"70258",172742,"0146000358",0
"70264",172742,"0192815989",0
"70266",172742,"0195029194",0
"70271",172742,"0226743470",0
"70281",172742,"0307001113",9
"70282",172742,"0307001342",0
"70284",172742,"0307001385",0
"70286",172742,"0307010945",0
"70290",172742,"0307020819",0
"70291",172742,"0307021017",8
"70293",172742,"0307021505",0
"70300",172742,"0307046117",0
"70347",172742,"0310405009",0
"70356",172742,"0312151225",0
"70363",172742,"0312901178",0
"70383",172742,"0312976275",0
"70396",172742,"0316110876",0
"70397",172742,"0316111236",0
"70405",172742,"0316601950",10
"70406",172742,"0316693200",0
"70407",172742,"0316693324",0
"70412",172742,"0330293842",0
"70414",172742,"0330327917",0
"70422",172742,"0345257588",0
"70427",172742,"0345310799",0
"70453",172742,"0345380371",0
"70458",172742,"0345402871",0
"70467",172742,"0345424719",0
"70478",172742,"0345443284",0
"70482",172742,"0373218400",0
"70492",172742,"0373760701",0
"70502",172742,"0375501851",0
"70507",172742,"0375705856",0
"70508",172742,"0375706771",0
"70511",172742,"0376011653",0
"70515",172742,"0380002930",10
"70519",172742,"0380018179",0
"70529",172742,"0380701049",0
"70538",172742,"0380717018",0
"70540",172742,"0380718332",0
"70542",172742,"038071843X",0
"70545",172742,"0380726262",0
"70549",172742,"0380732238",0
"70552",172742,"0380763990",0
"70558",172742,"0380778785",0
"70566",172742,"0380804697",0
"70567",172742,"0380807866",0
"70575",172742,"0380896931",0
"70576",172742,"0380976528",0
"70582",172742,"038503458X",0
"70596",172742,"0385318979",0
"70599",172742,"0385479565",10
"70600",172742,"0385482388",8
"70644",172742,"0394557638",0
"70667",172742,"0394829085",0
"70673",172742,"0394848381",0
"70674",172742,"0394849558",0
"70675",172742,"0394849906",0
"70698",172742,"0395382211",0
"70715",172742,"0399141855",0
"70721",172742,"0399147772",0
"70735",172742,"0425060772",0
"70736",172742,"0425074528",0
"70744",172742,"0425109267",0
"70747",172742,"0425118703",0
"70751",172742,"0425122123",0
"70766",172742,"0425158616",0
"70771",172742,"0425164829",0
"70773",172742,"0425167720",0
"70783",172742,"0425184749",0
"70808",172742,"0440210143",0
"70809",172742,"0440211263",0
"70810",172742,"0440211727",0
"70814",172742,"0440212626",0
"70815",172742,"0440213029",0
"70819",172742,"0440214424",0
"70823",172742,"0440217490",0
"70824",172742,"0440217520",0
"70828",172742,"044022165X",0
"70830",172742,"0440223016",0
"70833",172742,"0440224594",0
"70837",172742,"0440234743",0
"70841",172742,"0440240859",0
"70855",172742,"0441234224",0
"70866",172742,"0446349461",0
"70870",172742,"0446363251",0
"70894",172742,"0446606383",0
"70898",172742,"0446608890",0
"70906",172742,"0446667900",0
"70937",172742,"0449223132",0
"70938",172742,"0449224228",0
"70958",172742,"0451163060",0
"70961",172742,"0451166647",0
"70962",172742,"0451166892",8
"70967",172742,"0451178513",0
"70974",172742,"0451200551",0
"70976",172742,"0451206002",0
"70978",172742,"0451403401",0
"71009",172742,"0515075078",0
"71028",172742,"0517526433",0
"71032",172742,"0517580489",0
"71034",172742,"0517597209",0
"71044",172742,"0520009037",0
"71056",172742,"0525945180",0
"71068",172742,"0552147176",0
"71075",172742,"0553103024",10
"71080",172742,"0553139177",0
"71100",172742,"0553248472",7
"71122",172742,"0553280422",0
"71123",172742,"0553280643",10
"71138",172742,"0553297627",0
"71142",172742,"0553342762",0
"71151",172742,"055356451X",0
"71152",172742,"0553564528",0
"71157",172742,"0553568779",0
"71160",172742,"0553571818",0
"71167",172742,"0553578774",5
"71168",172742,"0553579657",0
"71176",172742,"0553585681",0
"71177",172742,"0553586122",0
"71185",172742,"0590225170",0
"71216",172742,"0590673211",0
"71219",172742,"059076263X",0
"71222",172742,"0609602373",0
"71234",172742,"067081976X",0
"71237",172742,"0670878103",0
"71239",172742,"0671001809",0
"71242",172742,"067100414X",0
"71246",172742,"0671024809",0
"71250",172742,"0671028545",0
"71256",172742,"0671042491",0
"71291",172742,"0671678736",0
"71294",172742,"0671696483",0
"71302",172742,"0671726889",10
"71307",172742,"0671742558",0
"71311",172742,"0671762273",0
"71316",172742,"0671794507",0
"71323",172742,"0671870602",0
"71335",172742,"0679437452",0
"71343",172742,"0679729534",0
"71346",172742,"0679740244",10
"71352",172742,"0679749810",0
"71355",172742,"0679800913",0
"71359",172742,"0679868453",9
"71380",172742,"0684873893",10
"71389",172742,"0688065708",0
"71392",172742,"0688097480",0
"71395",172742,"0688127169",0
"71398",172742,"0688135714",10
"71428",172742,"0743413164",0
"71429",172742,"0743437640",0
"71431",172742,"0743439775",0
"71455",172742,"0765341174",0
"71474",172742,"0786860960",0
"71477",172742,"0786889047",0
"71487",172742,"0802130917",0
"71509",172742,"0805019375",0
"71515",172742,"080505104X",0
"71529",172742,"0809458047",0
"71537",172742,"0811811247",0
"71543",172742,"0812530489",0
"71549",172742,"0812541642",0
"71552",172742,"0812564375",0
"71554",172742,"0812579569",7
"71557",172742,"0812590376",0
"71558",172742,"0812590457",0
"71572",172742,"0821721275",0
"71581",172742,"0831778857",0
"71590",172742,"0842342702",0
"71592",172742,"0843110589",0
"71599",172742,"0848705459",0
"71613",172742,"0849951283",0
"71655",172742,"0878573380",0
"71675",172742,"0886771986",0
"71695",172742,"0894864025",0
"71699",172742,"0895770520",0
"71700",172742,"0895770652",0
"71701",172742,"0895773066",0
"71729",172742,"0913866083",0
"71749",172742,"0934971358",0
"71756",172742,"0940183218",8
"71780",172742,"0968562612",0
"71787",172742,"1551664933",0
"71804",172742,"1555662579",0
"71826",172742,"1570612668",0
"71859",172742,"1881098109",0
"71860",172742,"1889681024",0
"71863",172742,"1929001118",0
"71864",172742,"2879292867",0
"71865",172742,"2920845071",0
"71911",172760,"0060393009",10
"71918",172760,"0061053295",0
"71921",172760,"0061092002",7
"71922",172760,"0070066345",6
"71924",172760,"0140067477",8
"71925",172760,"0140124373",8
"71932",172760,"0195119274",7
"71943",172760,"0345415035",8
"71950",172760,"0375757325",6
"71954",172760,"0380977788",7
"71956",172760,"0393311589",6
"71961",172760,"0440002435",7
"71978",172760,"0553211072",0
"71983",172760,"0553289608",0
"71989",172760,"0671686437",0
"71993",172760,"0679722408",0
"71996",172760,"0688171575",0
"71997",172760,"0697316769",6
"71999",172760,"0743477200",6
"72003",172760,"0786881046",7
"72004",172760,"0786913142",8
"72012",172760,"1550225081",6
"72013",172760,"1553660854",10
"72014",172760,"1557832277",6
"72015",172760,"1557832854",5
"72018",172760,"1565049055",0
"72021",172760,"1571458735",7
"72023",172760,"1574531328",5
"72025",172760,"158065021X",6
"72030",172761,"0140274782",0
"72033",172764,"0380818191",9
"72042",172775,"0375502637",0
"72043",172775,"067976402X",10
"72049",172776,"0060977493",0
"72052",172782,"0140285563",0
"72053",172783,"0316602051",0
"72057",172783,"0446606383",0
"72058",172783,"0451166892",0
"72069",172798,"0679450041",10
"72070",172802,"0060521562",9
"72079",172803,"0671707744",0
"72099",172822,"068484477X",6
"72113",172837,"0435123904",8
"72121",172840,"0553582755",0
"72122",172840,"0743403436",0
"72123",172840,"0804119724",0
"72131",172847,"0375412824",1
"72132",172847,"0385267118",5
"72135",172848,"0451401670",5
"72138",172851,"0553144286",8
"72148",172852,"0345307704",0
"72150",172852,"0345353145",0
"72158",172852,"0380791315",0
"72159",172852,"0380805707",0
"72161",172852,"0385320175",0
"72163",172852,"0393997715",0
"72165",172852,"0425135020",0
"72181",172852,"044922287X",0
"72182",172852,"0451154967",0
"72186",172852,"0451199510",0
"72193",172852,"0525945563",0
"72204",172852,"0786889373",0
"72209",172852,"0916346218",0
"72217",172865,"0061065749",3
"72234",172870,"0349101779",5
"72245",172881,"0688143695",8
"72254",172888,"2020226510",7
"72258",172888,"2020330318",8
"72278",172888,"207032317X",8
"72282",172888,"2070368408",8
"72284",172888,"2070377113",8
"72285",172888,"2070377261",0
"72290",172888,"2070404587",8
"72300",172888,"2070727157",7
"72301",172888,"2070745236",0
"72303",172888,"2070755894",9
"72304",172888,"2081613476",0
"72307",172888,"2203312173",7
"72308",172888,"2203340134",8
"72317",172888,"2226014799",7
"72325",172888,"2246007232",7
"72326",172888,"2246235111",8
"72327",172888,"2246286018",7
"72328",172888,"2246286816",7
"72340",172888,"2253058793",8
"72355",172888,"2264006609",8
"72367",172888,"2266095781",8
"72371",172888,"2266128043",8
"72372",172888,"2266132741",8
"72384",172888,"229031384X",0
"72396",172888,"2707306096",8
"72399",172888,"2715805640",7
"72404",172888,"2742700544",0
"72406",172888,"274273600X",8
"72410",172888,"2743602295",0
"72411",172888,"2743603445",9
"72415",172888,"2803614324",7
"72425",172888,"284362178X",7
"72428",172888,"2859407332",8
"72429",172888,"2859840265",0
"72452",172888,"2908957086",7
"72483",172915,"0812564367",8
"72578",172952,"0446677949",6
"72581",172952,"0671721046",0
"72606",172969,"0345460952",6
"72607",172969,"1561383619",0
"72618",172982,"0140041575",0
"72630",173006,"0140099891",0
"72697",173018,"0333653300",0
"72702",173018,"034540288X",0
"72709",173018,"0394820304",0
"72710",173018,"0395657466",0
"72711",173018,"0395683939",0
"72717",173018,"0425178927",6
"72730",173018,"0452264464",0
"72748",173018,"0679450408",8
"72783",173018,"0747520003",0
"72790",173018,"0786863900",10
"72796",173018,"0917657683",0
"72799",173018,"1582342849",0
"72804",173018,"1863302069",0
"72805",173018,"1869411196",0
"72811",173019,"0969419414",0
"72824",173035,"0425189414",8
"72826",173035,"0452283868",0
"72827",173035,"1551669307",7
"72829",173047,"0375706771",0
"72835",173053,"0439071682",3
"72841",173053,"044652087X",7
"72842",173053,"0590371258",0
"72847",173056,"0345391055",0
"72849",173057,"0374100128",5
"72855",173070,"031021436X",9
"72864",173090,"0553565915",0
"72884",173109,"0440214823",0
"72890",173109,"0553560247",0
"72891",173109,"055356451X",0
"72899",173111,"0060928336",9
"72904",173111,"0380820447",8
"72916",173111,"0743205413",7
"72918",173111,"0786868716",10
"72933",173122,"0060187522",0
"72944",173122,"0345342445",0
"72946",173122,"0345418018",6
"72953",173122,"0440423376",8
"72964",173122,"059030271X",0
"72966",173122,"0684833395",0
"72967",173122,"0684847671",0
"73000",173122,"1882577981",8
"73008",173131,"0064401847",8
"73010",173131,"006447027X",7
"73013",173131,"0312289510",3
"73055",173131,"1576833275",9
"73057",173132,"0880291230",7
"73068",173169,"0440213029",5
"73069",173170,"015601095X",5
"73070",173170,"0743202473",0
"73071",173172,"0679740244",0
"73072",173173,"0843942533",0
"73073",173175,"0380541971",8
"73078",173180,"0375759778",0
"73081",173190,"0140185216",0
"73082",173190,"0345348036",6
"73087",173190,"0451525647",0
"73088",173190,"0767900383",10
"73095",173194,"034540288X",7
"73114",173204,"0743412028",8
"73118",173213,"0439099404",0
"73123",173216,"0440211727",0
"73127",173216,"080505118X",0
"73136",173225,"0451407482",0
"73158",173244,"0060934417",0
"73161",173252,"0316666343",0
"73182",173266,"0553092049",0
"73186",173272,"0671864866",0
"73192",173280,"0684874350",9
"73195",173289,"1551669307",0
"73197",173289,"1841952753",9
"73203",173291,"0020442408",0
"73211",173291,"0061030635",0
"73214",173291,"0061060976",0
"73237",173291,"0312862172",4
"73238",173291,"0312974922",0
"73247",173291,"0380002930",10
"73248",173291,"0380018179",0
"73255",173291,"0385170513",10
"73259",173291,"0385730586",0
"73265",173291,"0425113892",0
"73270",173291,"0425169359",0
"73271",173291,"0425178951",7
"73285",173291,"0440225078",0
"73289",173291,"0440972922",0
"73304",173291,"0446610453",0
"73315",173291,"0451179285",0
"73319",173291,"0451401492",0
"73349",173291,"055356451X",0
"73360",173291,"0590431145",0
"73361",173291,"0590431250",0
"73367",173291,"0590448846",0
"73368",173291,"0590449044",0
"73371",173291,"0590456407",0
"73377",173291,"0590988492",0
"73383",173291,"0671017144",0
"73408",173291,"0671041177",0
"73411",173291,"0671041479",0
"73412",173291,"0671041665",0
"73419",173291,"0671550500",8
"73426",173291,"067165876X",7
"73429",173291,"0671659693",10
"73430",173291,"0671676555",10
"73437",173291,"0671690604",10
"73449",173291,"0671872656",8
"73475",173291,"0743412419",0
"73487",173291,"0764222503",0
"73495",173291,"0786013109",0
"73496",173291,"0786013117",10
"73505",173291,"0786860588",0
"73527",173291,"0843946393",0
"73528",173291,"0843947527",0
"73531",173291,"084394921X",0
"73536",173291,"0843951958",0
"73580",173298,"0385730586",8
"73581",173298,"055337849X",8
"73583",173298,"067101465X",0
"73596",173300,"0316754684",0
"73604",173300,"0553569155",0
"73631",173301,"0312983824",5
"73635",173301,"0671001701",0
"73640",173304,"068484477X",0
"73641",173305,"0553213563",8
"73648",173314,"0684833395",10
"73654",173329,"0380978725",0
"73659",173336,"0525942300",0
"73665",173342,"0786868716",9
"73668",173343,"0060812451",10
"73672",173343,"0345339711",9
"73674",173343,"034538475X",7
"73705",173354,"0449907481",8
"73706",173354,"0767902521",8
"73707",173355,"0156027178",7
"73712",173357,"0060529709",0
"73720",173357,"0671027360",0
"73724",173359,"0679753338",6
"73727",173365,"037329011X",0
"73751",173402,"0375724508",9
"73754",173403,"0394571029",8
"73761",173410,"0786710047",0
"73781",173415,"0060198249",0
"73785",173415,"0060924926",6
"73787",173415,"0060934417",10
"73788",173415,"0060973277",8
"73795",173415,"0064400557",0
"73804",173415,"0140099832",0
"73808",173415,"0140156291",0
"73811",173415,"0140244824",0
"73814",173415,"0140296131",7
"73821",173415,"0156027321",0
"73827",173415,"0307215342",0
"73839",173415,"0312291450",9
"73844",173415,"0312951647",0
"73851",173415,"0312976275",0
"73852",173415,"0312977379",0
"73857",173415,"0316666343",7
"73865",173415,"0345335465",0
"73872",173415,"0345370775",0
"73873",173415,"0345370805",0
"73877",173415,"0345380371",0
"73881",173415,"0345402391",0
"73889",173415,"0345416260",0
"73892",173415,"0345428064",0
"73895",173415,"0345443284",0
"73902",173415,"0375412557",0
"73905",173415,"0375503269",0
"73906",173415,"0375701524",0
"73908",173415,"0375707700",0
"73912",173415,"0380002930",0
"73918",173415,"0380718332",0
"73923",173415,"0380730820",0
"73929",173415,"0380804697",0
"73933",173415,"0380978407",0
"73935",173415,"0385053126",0
"73938",173415,"0385314337",0
"73944",173415,"038542471X",0
"73945",173415,"0385474016",0
"73947",173415,"038548741X",8
"73950",173415,"0385493800",0
"73952",173415,"0385498721",8
"73956",173415,"0385720920",9
"73958",173415,"0385721358",0
"73962",173415,"0393319296",9
"73987",173415,"039914563X",0
"74000",173415,"0425150976",0
"74002",173415,"0425167313",0
"74007",173415,"0425182118",0
"74021",173415,"0440211263",0
"74023",173415,"0440217490",0
"74025",173415,"0440220459",0
"74029",173415,"0440222702",0
"74034",173415,"0440234743",0
"74037",173415,"0440404193",0
"74047",173415,"0446302384",0
"74048",173415,"044630896X",9
"74052",173415,"0446403229",0
"74062",173415,"0446608122",0
"74075",173415,"0449209598",0
"74081",173415,"0449909913",0
"74084",173415,"0451162501",0
"74088",173415,"0451184726",9
"74090",173415,"0451203895",0
"74092",173415,"0451206002",10
"74095",173415,"0451210158",0
"74096",173415,"0451405501",0
"74097",173415,"0451405617",0
"74107",173415,"0452281148",9
"74109",173415,"0452281318",9
"74119",173415,"0486401464",0
"74122",173415,"0517573822",0
"74129",173415,"0553211404",10
"74138",173415,"0553550039",0
"74142",173415,"0553569155",0
"74148",173415,"0553577190",0
"74149",173415,"0553579622",0
"74152",173415,"0590213105",5
